comment,stars
gửi xe có không mà bữa không biết nhiu đưa không không thối bữa sau đưa không cũng im im về sau mới thấy bảng giá phía trên mà đứng coi bảng giá nó cứ ngồi dòm chằm chằm mình sợ mình biết giá chắc siêu thị đầy đủ mọi thực phẩm thương hiệu mình cần có thịt bò hơi hiếm nhưng đối diện đường có tiệm chuyên thịt bò rau thịt tươi hơn an toàn vệ sinh hơn bigc nước ngọt ít khuyến mãi với giảm yếu hơn bigc so cùng chất lượng thì giá rẻ hơn bigc nhưng đây không có chính sách hoàn tiền gửi xe như bigc nên cảm giác vẫn không hoàn mỹ lắm,3
mới khai trương chỉ khoảng hay năm gần đây thôi nên cơ sở vật chất cũng còn mới bên trong siêu thị nhỏ hơn so với mình tưởng hàng hoá cũng không thực sự phong phú,3
do thời gia leo thang coop này nhỏ thôi nhưng cũng đủ các mặt hàng cho khách hàng mua tuy nhiên đi siêu thị này vẫn tốn phí gởi xe chứ không phụ thêm cho khách,3
đường số p bình trị đông bạn q bình tân,5
tuyệt vời họ có tất cả những gì bạn muốn,5
ồ,5
rất tốt,5
nơi tuyệt vời để mua sắm,5
giá rẻ,5
đd,5
nơi tốt để mua sắm,5
số một được nhé,5
nơi tốt,5
đồng ý,5
hơi vắng bãi giữ xe khi có nhu cầu mua nhanh không được tiện nghi cho lắm,3
rộng rãi thoáng mát sạch sẽ danh mục hàng hoá ít phục vụ tốt,3
tiền giữ xe dưới hầm hơi đắt nhân viên tạm ổn,3
thời buổi này mà đi siêu thị còn tốn tiền gửi xe,3
quần áo chất lượng kém mà giá lại cao,3
thiếu khu vui chơi vận động cho trẻ em,3
chưa được chu đáo cho lắm,3
bình thường như trong hệ thống co op,3
mới mở nên hàng còn ít,3
rất thoải mái,3
ok takjm được,3
ít mặt hàng,3
bán hàng mắc,3
hàng bình dân,3
được,3
siêu thị khá rộng rãi và có nhiều chủng loại,3
chúng tôi có tất cả mọi thứ,3
tốt,5
sớm,5
đẹp,5
mát mẻ và gọn gàng,5
mình đi chiều hôm qua rất nhiều sản phẩm khuyến mãi luôn nhanh tay vào mua sắm thoii các tình iu ơi,5
nhân viên dễ thương nhiệt tình hàng chất lượng giao hàng tận nơi,5
đã từng tới đây vào hi vọng sẽ quay lại chơi lần nữa,5
nhân viên rất nhiệt tình hàng hoá phong phú rau củ thịt cá các món tươi sống ngon địa điểm đậu xe thoải mái kệ hàng hoá bố trí rộng rãi khoa học,5
rộng sạch sẽ thoáng mát,5
mới mở thêm sân cầu lông nha mọi người,5
hàng hoá phong phú đa dạng giá cả phải chăng nhân viên phục vụ ân cần nhiệt tình,5
sạch sẽ thoán mát nhân viên vui vẽ niềm nỡ chào,5
sthi nhỏ không gian thoáng mát đồ còn ít,5
phục vụ tốt hàng hoá phong phú nhiều sản phẩm thiết yếu,5
sắp xếp hàng hoá gọn gàng tuy không gian nhỏ,5
nhân viên thân thiện dễ chịu,5
nhân viên tận tình nghiệp vụ tốt,5
mua sắm thuận lợi không đông đúc lắm,5
mua sam nhieu mat hang thiet yeu,5
tốt dịch vụ vui vẻ sao,5
hàng hoá đa dạng thoáng mát,5
nơi mua sắm đáng tin cậy,5
nhân viên tốt,5
tuy nhỏ hơn những sieu thi khác ơ tp nhưng được cai có tất cả các mặc hàng không thiếu thứ gì ok,4
được rồi,3
hàng khuyến mãi nhập nhằng như một cú lừa trừ những nhu yếu phẩm thì khuyên mọi người không nên mua gì ở đây,2
nhân viên siêu thị không nhiệt tình giúp đỡ khách mà hay đùn đẩy việc cho nhau cuối cùng khách hàng phải đợi gửi xe hầm thì không có quy định hay bảng thông báo nên tuỳ nhân viên có cô nhân viên tốt bụng thì hỏi receipt tính tiền thì cô thu không dù thấy hành động đòi receipt của cô cứng nhắc do lần nào đứa đi cũng cả bịch to chất đầy xe nhưng còn đỡ hơn mấy anh chú không nói tự thu không tuỳ theo giờ riêng để xe trước không có người xem thì bảo vệ chỉ bênh khách đi xe hơi khách nào đi xe máy thì thái độ hống hách nói chuyện không ra gì nếu emart vinsmart hay coop smile về thì gia đình mình sẽ không bao giờ đi ở đây hàng hoá sạch sẽ nhưng ít thực phẩm mong qủan lý và nhân viên tốt hơn,2
thật sự mà nói luôn là đề nghị ban qủan lý siêu thị nên xem lại thái độ bảo vệ ở ngoài nhân viên bên trong siêu thị thì phục vụ rất nhiệt tình nhưng mà bảo vệ bên ngoài thì thấy không được tôi đến siêu thị mua đồ vẫn gửi xe bình thường vậy mà đến khi tôi ra tại vì đồ đồ nặng nên tôi để vợ tôi ngồi ở chỗ đợi cổng chính đợi tôi lấy xe tới lúc tôi chạy lên mới tấp dô để phụ vợ đem đồ ra thì anh bảo vệ phía ngoài nạt tôi nói là đợi ai tôi mới chỉ vợ tôi đang ra thì anh đó bảo chạy ra đây trông khi vợ đang xách nặng mà ra gần tới rồi thái độ phục vụ kì vậy dù gì tôi cũng đâu fai để xe đó rồi bỏ dô hay đậu lâu đâu ra anh ấy còn lườm tôi khách hàng khi mới vào siêu thị sẽ gặp bẳo vệ bảo vệ đươic coi như gương mặt siêu thị khi vào thấy nhân viên bảo vệ vui vẻ tận tình thì ngta mới bước đồ chứ gặp anh này chắc tôi không dám quay lại lần nữa thậyluoon đi mấy cái coopmart mà ch có anh bảo vệ nào mà thái độ với khách như vậy thật sự rất tệ,2
giá cả thì mắc gởi xe dù có mua đồ trông siêu thị vẫn phải trả tiền,2
bình thường,2
đến,5
giống,5
siêu dấu,5
mua sắm vui vẻ,5
được thôi,5
được rồi,5
hàng tốt ok,5
rỗng rãi dễ chọn hàng,5
tiện lợi đầy đủ,5
sạch sẽ,5
hàng hoá đa dạng,5
hàng hoá đầy đủ,5
đa dạng sản phẩm,5
ổn,5
hay,5
hôm nay tôi đi siêu thị sau tháng họ thiết lập một cách để người mua hàng truy cập và thoát ra người mua hàng cần theo dõi không và xuất trình giấy chứng nhận vắc xin cũng như tờ khai khuyên dùng ứng dụng pc covid không có quá nhiều người mua sắm ở đó chắc do ảnh hưởng của covid nên mọi người đừng ra ngoài,5
được rồi cảm ơn,5
được rồi,5
tốt,5
vào đánh giá thấy nhiều khách cũng như mình mà siêu thị không thèm cải tiện bảo vệ quá hống hách xe vừa dừng ở chỗ gửi xe đã bị quát mắng rút chìa khoá xe lại bị chửi định khoá cổ tư duy quy chụp buộc tội khách hàng cả lúc vào đến và ra tính tiền không được phút nhưng phải gửi hầm xe vì bảo vệ không ra gì,1
đến mua đồ nhưng bảo vệ không cho đậu ở khu vực tự giữ xe mà bắt xuống hầm trong khi mua có một chút là ra mà không cho cho đậu ở bên mép đường ra chứ không cho đậu ở chỗ bảo vệ giữ xe,1
tôi nói thiệt nhân viên ở đây chảnh nha í tôi xách nhiều đồ xin cái bọc bự hơn tôi nói chuyện nhỏ nhẹ lịch sự nhân viên thái độ khó chịu ra mặt luôn á nhân viên nữ nha người ta mua đồ không cho thì có thể nói chuyện nhỏ nhẹ là kh được hay gì ạ tự nhiên thái độ vậy trời,1
vào siêu thị mua đồ xong ra chỗ lấy xe đặt grap để giao qua nhà bạn thì bị bảo vệ đuổi đi hệ thống siêu thị tệ hại chưa bao giờ thấy bị xúc phạm như vậy,1
tôi đi mua chai nước suối liền luôn ủng hộ coop mart bên mình nhưng khi đậu xe ở ngoài bảo vệ không cho gửi xe kêu gửi xe dưới hầm chả lẻ tôi đi mua có chai nước suối thôi rồi cũng bắt gửi xe hầm lúc đó có nói bảo vệ sao người khác gửi xe sao không để người ta gửi xuống hầm đi có mình tôi vậy,1
sáng tôi có đi tiêm vaccine ở coop mart tôi có gửi xe trước coop mart mà quên báo bảo vệ khi về tầm giờ giờ tôi bị bảo vệ mắng chửi và thu thêm phí vì phải giữ thêm xe của tôi dịch vụ bảo vệ rất tệ mong nhận phản hồi sớm nhất từ qủan lý,1
cơm nhão nhẹt như này mà bán được cho khách mới hay hộp trưng thì nhìn hạt tơi xốp z mà khách kêu mua thì lấy cho khách hộp đóng sẵn làm ăn buôn bán v mà coi được dối trá trưa có sao thì cũng cho sao liền,1
đi mua đồ thanh toán qua app ngân hàng rớt mạng xíu mà bạn thu ngân khó chịu ra mặt làm dịch vụ mà thái độ như thế thì thua,1
nhân viên lao công thiếu thân thiện,1
nhân viên quầy nước nói chuyện như mẹ ngta mua hàng mà tưởng xin xỏ không lúc ra đưa hàng khuyến mãi thì nói kiểu để biển vậy thôi chứ chạy khuyến mãi là dòng dưới xong xách hàng về quầy te te,1
nhân viên lau sàn có thái độ rất tệ đi qua mà cứ liếc tỏ thái độ khó chịu rất rõ lúc ngồi ghế thì lau sàn đụng zo bàn ghê gấy tiếng rất to như muốn đuổi khách,1
dạ bảo vệ vô trách nhiệm già mà ngoo giỏi được cái dạy đời ạ,1
siêu thị coopmart bình tân phục vụ rất tệ nhân viên lau sàn nhà khi khách đang mua sắm khách đi qua đi lại lựa chọn hàng hoá tỏ thái độ khó chịu nói không đi lại vậy vô siêu thị để đứng chỗ sao còn thu ngân tính tiền thì tính sản phẩm lần xong nói khách hàng thông cảm mua thêm sản phẩm nữa còn khu vực cân thì cân sai trọng lượng hơn mấy gam lại cân sai thành mấy gam lúc tính tiền xong khách phát hiện ra nếu không lại chịu thiệt sản phẩm thì không đa dạng thái độ của nhân viên với khách hàng giống như người ta vô xin vậy sao mà cạnh tranh được với những siêu thị vinmart big c aeon,1
siêu thị hơi ít mặt hàng cập nhật thông tin khuyến mãi chậm thái độ nhân viên quá tệ không hỗ trợ khách hàng không tôn trọng khách hàng trưa nay mình có mua hàng vị khách tính tiền trước mình là một cụ bà cũng khá lớn tuổi đang có nhu cầu giao hàng về tận nhà nên hỏi nhân viên thu ngân nhân viên thu ngân rất khó chịu không muốn trả lời bà cụ tính tiền xong là mặc kệ bà muốn nói gì bà hỏi thêm thì nhân viên ấy mới quát lên để gọi bảo vệ giải quyết cho bà loại nhân viên rẻ mạc thô lỗ và chảnh choẹ lười biếng một số lần mình mua hàng do nhà xa và sợ hàng chở về bị rách bao bì nên xin thêm bao nilong để đựng hàng nhưng thái độ nhân viên rất tệ nói trống không và khó chịu không muốn đưa thêm bịch làm nhân viên hay làm mẹ người ta mà hóng hách quá vậy xin thêm bịch đựng hàng thì siêu thị bị phá sản hay sao mà khó khăn quá vậy coopmart là siêu thị tôi đã mua hàng từ chục năm nay mà đợt này gặp nhân viên vô học quá nên cần suy nghĩ lại thân ái,1
nhân viên dịch vụ khách hàng thái độ nói chuyện như mẹ thiên hạ siêu thị lớn mà tuyển nhân viên vậy,1
người tính tiền thái độ không hợp lý tôi xách đồ ra để tính tiền chị ấy bảo nhặt ra để chị tính nhưng khi em vừa định nhặt thì chị ấy đã với tay đổ hết đồ của em ra bàn với một thái độ rất khó chịu và lớn tiếng,1
bãi đậu xe quá nắng nhưng không được trang bị mái che lối ra vào trơn trượt nguy hiểm cho trẻ nhỏ và người lớn tuổi,1
hàng khuyến mãi nhắc nhân viên mới đưa ra xuống lấy xe thì thu đ phí gửi xe quận bình tân mà thu bằng quận từ đây nghỉ ủng hộ coop hương lộ,1
ai cũng hiểu và thông cảm tình hình quá tải đơn hàng tại siêu thị em trong khu phong toả nên bắt buộc đặt online đơn hàng đã thanh toán tiền từ ngày đến chưa được giao không có thông tin phản hồi ngày gọi mấy chục lần cuối cùng có nhân viên nghe máy và báo đang xử lý đơn anh chị chờ chờ đến nay ngày rồi nhà có trẻ nhỏ và người già mà giao kiểu này không biết lấy đồ ăn đâu mà nấu,1
mua hàng vào giờ ngày bảo vệ dẫn xe làm ngã xe hư xe rồi dẫn xe mình vào bụi,1
đơn hang online từ đến nay vẫn chưa được thăm hỏi dù đã lần gọi đến siêu thị thông càn mùa dịch nhưng giờ không huỷ được vì không liên hê siêu thị được chán,1
nhân viên thu ngân phàn nàn lớn tiếng sau lưng khách khi vừa tính tiền xong văn hoá kém kh tôn trọng khách hàng,1
co op mart gì mà vệ sinh không có cuồn giấy để đi ĩa nửa nhân viên làm ăn thiếu trách nhiệm,1
treo bảng khuyến mãi giá khá ra tính tiền giá khác rồi giải thích sản phẩm này đã hết khuyến mãi rồi,1
lấy giấy đi vệ sinh lấy chưa đủ sài chắc dùng được hai lần nữa mà mấy cô vệ sinh nói lấy gì nhiều vậy dẹp luôn cuộn giấy mất tiu,1
cùng trong hệ thống co op mart tôi thấy bộ phận tiếp nhận sắp xếp người dân vào mua sắm làm việc không hiệu qủa các điểm khác người dân đến sẽ bắt số và xếp hàng vào siêu thị tức là ai đến trước thì vào trước còn tại co op mart bình tân các nhân viên không có nổi một phiếu thứ tự để vào siêu thị dẫn đến người đến sau thì vào mua sắm trước tôi đề nghị bên siêu thị nên tổ chức lại việc mua người dân vào mua sắm được công bằng và thuận lợi hơn trong đợt dịch này,1
đơn hàng ngày mà sao không thấy ai phản hồi goi tổng đài thi không ai nghe đoi giao hàng la chết đói hết coop xem có giao thì nhân không giao thì cũng phản hồi chứ im re hoài vây,1
làm ăn tệ gian dối khách hàng để giá không đúng làm khách hàng nhầm tưởng nên cẩn thận với loại này,1
đặt hàng online bắt chọn thời gian giao hàng nhưng qua khung giờ đã chọn vẫn không thấy giao và cũng không có cuộc gọi điện thoại nào từ coopmart bình tân gọi tổng đài coopmart hỏi tình trạng đơn hàng nhưng hệ thống liên tục báo bận cách làm việc không chuyên nghiệp và không hiệu qủa đề nghị coopmart thay đổi và nâng cao tác phong làm việc,1
